# WAIS Divide WDC06A Core Density, clean version, 0 to 160 m
# Data collected by Daniel J. Breton using MADGE on 3x3x100 cm core sticks
# MADGE paper: www.igsoc.org/journal/55/194/t09J008.pdf
###############################################################################
# This is the CLEAN version of the data, meaning that most core breaks
# and core ends have been REMOVED from this dataset.  This dataset IS NOT
# recommended for accumulation rate studies because the core breaks / ends, 
# even though they appear as low density measurements, still accurately 
# represent additional accumulated mass at the site.
###############################################################################

Depth	Density
4.718	0.49676
4.721	0.4885
4.725	0.50219
4.728	0.51677
4.731	0.51118
4.734	0.5183
4.738	0.47494
4.741	0.53271
4.745	0.47932
4.748	0.4935
4.751	0.4855
4.755	0.48119
4.758	0.46202
4.761	0.46037
4.764	0.45993
4.768	0.48098
4.771	0.45224
4.774	0.46803
4.778	0.481
4.781	0.49122
4.784	0.48088
4.788	0.4633
4.791	0.47224
4.794	0.46479
4.798	0.47931
4.801	0.4684
4.804	0.49611
4.808	0.4845
4.811	0.46185
4.821	0.49623
4.824	0.51525
4.828	0.51931
4.831	0.52047
4.834	0.50728
4.838	0.51246
4.841	0.50126
4.844	0.51509
4.848	0.50245
4.851	0.50233
4.854	0.5109
4.857	0.50734
4.861	0.49494
4.864	0.49682
4.867	0.50882
4.871	0.48937
4.874	0.4788
4.877	0.48194
4.881	0.48403
4.884	0.46395
4.887	0.48828
4.891	0.45645
4.894	0.48148
4.897	0.45815
4.901	0.47334
4.904	0.48684
4.907	0.47581
4.911	0.49952
4.914	0.50076
4.917	0.48065
4.921	0.46598
4.924	0.49284
4.927	0.48859
4.931	0.49827
4.934	0.48979
4.937	0.45453
4.941	0.52796
4.944	0.47306
4.947	0.46461
4.95	0.47998
4.954	0.48495
4.957	0.46624
4.96	0.48293
4.964	0.47506
4.967	0.48644
4.97	0.46661
4.974	0.48719
4.98	0.5144
4.984	0.45093
4.987	0.51172
4.99	0.50236
4.994	0.49249
4.997	0.49019
5	0.50499
5.004	0.5089
5.007	0.49825
5.01	0.51545
5.014	0.50406
5.017	0.51726
5.02	0.50709
5.024	0.5038
5.027	0.49906
5.03	0.47154
5.034	0.47865
5.037	0.48151
5.04	0.48222
5.043	0.4706
5.047	0.49102
5.05	0.48372
5.053	0.4906
5.057	0.46016
5.06	0.48248
5.064	0.49059
5.067	0.47457
5.07	0.47412
5.073	0.49642
5.077	0.50613
5.08	0.4941
5.083	0.49829
5.087	0.51214
5.09	0.49874
5.093	0.44979
5.097	0.49133
5.103	0.47298
5.107	0.51408
5.11	0.5059
5.113	0.514
5.117	0.51097
5.12	0.51495
5.123	0.50564
5.126	0.52023
5.13	0.52871
5.133	0.49496
5.136	0.51926
5.139	0.51855
5.143	0.50384
5.146	0.53315
5.149	0.52126
5.153	0.52482
5.156	0.52612
5.159	0.52646
5.162	0.52061
5.166	0.50517
5.169	0.51012
5.172	0.49889
5.176	0.50008
5.179	0.47741
5.182	0.57553
5.186	0.50778
5.189	0.4465
5.192	0.45558
5.195	0.46691
5.199	0.4601
5.202	0.51304
5.205	0.49826
5.209	0.51538
5.212	0.51149
5.215	0.50914
5.218	0.51227
5.222	0.52048
5.225	0.51215
5.228	0.49399
5.232	0.47749
5.235	0.48758
5.238	0.47238
5.242	0.48631
5.245	0.4863
5.248	0.47879
5.251	0.49806
5.255	0.49044
5.258	0.49348
5.261	0.5064
5.264	0.5029
5.268	0.48583
5.271	0.49457
5.274	0.5025
5.278	0.50252
5.281	0.49026
5.284	0.51677
5.288	0.51976
5.291	0.48322
5.294	0.50118
5.297	0.49558
5.301	0.49283
5.304	0.50589
5.307	0.50075
5.311	0.511
5.314	0.50796
5.317	0.51213
5.321	0.50079
5.324	0.48639
5.327	0.46908
5.337	0.43354
5.34	0.47088
5.343	0.48933
5.347	0.49409
5.35	0.45925
5.353	0.48601
5.357	0.49479
5.36	0.50913
5.363	0.50592
5.367	0.48751
5.37	0.4904
5.373	0.49352
5.376	0.51032
5.38	0.48808
5.383	0.50371
5.386	0.48854
5.39	0.49666
5.393	0.50846
5.396	0.49731
5.399	0.51532
5.403	0.50932
5.406	0.50607
5.409	0.49978
5.413	0.49308
5.416	0.48757
5.419	0.49267
5.423	0.50107
5.426	0.49594
5.429	0.49956
5.432	0.48952
5.436	0.50326
5.439	0.50912
5.442	0.50644
5.446	0.51709
5.449	0.52331
5.452	0.50382
5.455	0.49115
5.459	0.5475
5.462	0.53728
5.465	0.53439
5.469	0.52731
5.472	0.52859
5.475	0.53821
5.478	0.53122
5.482	0.53689
5.485	0.53777
5.488	0.53903
5.492	0.51891
5.495	0.52051
5.498	0.52154
5.502	0.52064
5.505	0.52591
5.508	0.52479
5.511	0.5281
5.515	0.5414
5.518	0.52027
5.521	0.53157
5.524	0.52714
5.528	0.52797
5.531	0.52745
5.534	0.49667
5.538	0.5105
5.541	0.49095
5.544	0.5179
5.548	0.51096
5.551	0.49794
5.554	0.50976
5.557	0.51309
5.561	0.52169
5.564	0.49397
5.567	0.50661
5.571	0.51399
5.574	0.50354
5.577	0.52708
5.58	0.52066
5.584	0.52279
5.587	0.5264
5.59	0.50537
5.594	0.49266
5.597	0.51263
5.6	0.51111
5.604	0.51532
5.613	0.49749
5.617	0.50374
5.62	0.50976
5.623	0.51799
5.627	0.49905
5.63	0.50509
5.633	0.49767
5.636	0.49358
5.64	0.53263
5.643	0.53902
5.646	0.52467
5.65	0.52607
5.653	0.52092
5.656	0.53811
5.659	0.52303
5.663	0.51726
5.666	0.52055
5.669	0.52657
5.673	0.49498
5.676	0.46056
5.679	0.49678
5.683	0.51401
5.686	0.52305
5.689	0.51889
5.692	0.51161
5.696	0.51429
5.699	0.52827
5.702	0.53427
5.705	0.51918
5.709	0.50532
5.712	0.51513
5.715	0.51479
5.719	0.50995
5.722	0.50374
5.725	0.50996
5.729	0.49295
5.732	0.53622
5.735	0.50696
5.738	0.50087
5.742	0.50286
5.745	0.51772
5.748	0.50172
5.752	0.50161
5.755	0.5075
5.758	0.49302
5.761	0.49231
5.765	0.494
5.768	0.49527
5.771	0.49591
5.775	0.5033
5.778	0.50019
5.781	0.51235
5.785	0.50937
5.788	0.50374
5.791	0.51766
5.794	0.52241
5.798	0.51313
5.801	0.50601
5.804	0.51518
5.808	0.51557
5.811	0.58332
5.814	0.52385
5.817	0.50917
5.821	0.50184
5.824	0.5225
5.827	0.53166
5.83	0.52528
5.834	0.52105
5.837	0.51937
5.84	0.53553
5.844	0.51984
5.847	0.51279
5.85	0.51963
5.854	0.51504
5.857	0.52671
5.86	0.52507
5.864	0.52263
5.867	0.51978
5.87	0.52749
5.873	0.53169
5.877	0.53343
5.88	0.53942
5.883	0.51603
5.886	0.52653
5.89	0.53603
5.893	0.52668
5.896	0.53842
5.9	0.53406
5.903	0.54898
5.906	0.53189
5.91	0.5222
5.913	0.52763
5.916	0.52618
5.919	0.5271
5.923	0.52107
5.926	0.51884
5.929	0.52435
5.933	0.52282
5.936	0.52614
5.939	0.52945
5.942	0.52711
5.946	0.53048
5.949	0.53934
5.952	0.54141
5.956	0.53321
5.959	0.54395
5.962	0.54228
5.965	0.53243
5.969	0.53757
5.972	0.52214
5.975	0.543
5.979	0.51998
5.982	0.52489
5.985	0.52335
5.989	0.50871
5.992	0.5197
5.995	0.50491
5.998	0.52031
6.002	0.51705
6.005	0.52248
6.008	0.50363
6.011	0.50602
6.015	0.53961
6.018	0.52549
6.021	0.53844
6.025	0.52752
6.028	0.53921
6.031	0.52741
6.035	0.52506
6.038	0.5226
6.041	0.53161
6.044	0.53347
6.048	0.51893
6.051	0.51019
6.054	0.53683
6.058	0.53763
6.061	0.52117
6.064	0.51285
6.067	0.51176
6.071	0.5214
6.074	0.53742
6.077	0.51211
6.081	0.52933
6.084	0.52096
6.087	0.52333
6.09	0.52018
6.094	0.50997
6.097	0.51551
6.1	0.53125
6.104	0.52297
6.107	0.51628
6.11	0.52252
6.114	0.5328
6.117	0.52465
6.12	0.52435
6.123	0.52961
6.127	0.51409
6.13	0.52345
6.137	0.52585
6.14	0.52366
6.143	0.50897
6.146	0.50619
6.15	0.53945
6.153	0.53823
6.157	0.54862
6.16	0.54647
6.163	0.53169
6.166	0.53186
6.17	0.53783
6.173	0.53478
6.176	0.52082
6.18	0.53196
6.183	0.51623
6.186	0.51688
6.189	0.51245
6.193	0.52271
6.196	0.51048
6.199	0.51426
6.203	0.52071
6.206	0.51647
6.209	0.51867
6.213	0.5273
6.216	0.52625
6.219	0.51329
6.223	0.5297
6.226	0.5138
6.229	0.51953
6.232	0.52771
6.236	0.53242
6.239	0.52008
6.242	0.51341
6.246	0.51244
6.249	0.51927
6.252	0.52086
6.256	0.50804
6.259	0.5194
6.262	0.53459
6.266	0.5277
6.269	0.52854
6.272	0.51954
6.276	0.51951
6.279	0.52921
6.282	0.52304
6.285	0.52174
6.289	0.51177
6.292	0.51829
6.295	0.51456
6.299	0.52889
6.302	0.53494
6.305	0.54525
6.309	0.54662
6.312	0.54097
6.315	0.53867
6.319	0.53421
6.322	0.53186
6.325	0.53925
6.328	0.53054
6.332	0.50723
6.335	0.53206
6.338	0.52003
6.342	0.51489
6.345	0.53291
6.348	0.53157
6.351	0.54131
6.355	0.54322
6.358	0.54108
6.362	0.53612
6.365	0.52364
6.368	0.52648
6.371	0.50559
6.375	0.49328
6.378	0.50307
6.381	0.50361
6.385	0.53019
6.388	0.54106
6.391	0.53181
6.394	0.53179
6.398	0.52889
6.401	0.52948
6.404	0.53266
6.408	0.53144
6.411	0.52986
6.414	0.5294
6.418	0.52728
6.421	0.53012
6.424	0.52813
6.428	0.53382
6.431	0.51319
6.434	0.5356
6.438	0.5049
6.441	0.51417
6.444	0.51105
6.447	0.50748
6.451	0.51884
6.454	0.5145
6.457	0.51575
6.461	0.50976
6.464	0.52493
6.467	0.50774
6.471	0.51877
6.474	0.5012
6.477	0.5074
6.481	0.52558
6.484	0.51253
6.487	0.54168
6.49	0.54319
6.494	0.54663
6.497	0.54038
6.5	0.53061
6.504	0.55167
6.507	0.54311
6.51	0.53858
6.514	0.54982
6.517	0.53604
6.52	0.52582
6.524	0.53675
6.527	0.55399
6.53	0.54056
6.533	0.53599
6.537	0.53238
6.54	0.52806
6.543	0.53152
6.547	0.52708
6.55	0.52907
6.553	0.55137
6.557	0.54682
6.56	0.54397
6.563	0.53669
6.566	0.53501
6.57	0.53557
6.573	0.5295
6.576	0.52575
6.58	0.51236
6.583	0.51754
6.586	0.50808
6.59	0.53056
6.593	0.51986
6.596	0.52803
6.6	0.52079
6.603	0.5262
6.606	0.51709
6.609	0.54013
6.613	0.52186
6.616	0.54042
6.619	0.53665
6.623	0.54812
6.626	0.52959
6.629	0.54639
6.633	0.5381
6.636	0.54053
6.639	0.5449
6.643	0.54221
6.646	0.52801
6.649	0.55017
6.652	0.54722
6.662	0.50376
6.666	0.54861
6.669	0.54679
6.672	0.55958
6.676	0.55227
6.679	0.55844
6.682	0.55363
6.686	0.56201
6.689	0.55741
6.692	0.55872
6.695	0.54649
6.699	0.55063
6.702	0.54424
6.705	0.54062
6.709	0.50328
6.712	0.51402
6.715	0.51332
6.719	0.51435
6.722	0.50819
6.725	0.5079
6.729	0.53324
6.732	0.52625
6.735	0.51952
6.738	0.51227
6.742	0.53086
6.745	0.52947
6.748	0.52085
6.752	0.51442
6.755	0.52557
6.758	0.52106
6.762	0.50123
6.765	0.5018
6.768	0.48988
6.771	0.48195
6.775	0.48506
6.778	0.53284
6.781	0.52041
6.785	0.52228
6.788	0.5278
6.791	0.5339
6.795	0.51692
6.798	0.52516
6.801	0.51179
6.805	0.50994
6.808	0.52812
6.811	0.51139
6.814	0.5139
6.818	0.49356
6.821	0.53993
6.824	0.52453
6.828	0.52474
6.831	0.51788
6.834	0.53555
6.838	0.5125
6.841	0.5201
6.844	0.52405
6.848	0.52772
6.851	0.50596
6.854	0.51878
6.857	0.51928
6.861	0.5316
6.864	0.5219
6.867	0.52567
6.871	0.51527
6.874	0.52386
6.877	0.52365
6.881	0.54999
6.884	0.5347
6.887	0.51537
6.891	0.51784
6.894	0.50928
6.897	0.50441
6.901	0.52259
6.904	0.52716
6.907	0.48521
6.91	0.52041
6.914	0.52781
6.917	0.51695
6.92	0.50205
6.927	0.50162
6.93	0.54089
6.934	0.51175
6.937	0.50703
6.94	0.51551
6.944	0.51593
6.947	0.51948
6.95	0.52645
6.953	0.53788
6.957	0.53074
6.96	0.53043
6.963	0.51744
6.967	0.52202
6.97	0.51971
6.973	0.52317
6.976	0.52544
6.98	0.52561
6.983	0.52928
6.986	0.5237
6.99	0.54062
6.993	0.52687
6.996	0.52105
7	0.53565
7.003	0.53874
7.006	0.53211
7.01	0.54899
7.013	0.53631
7.016	0.52749
7.019	0.49934
7.023	0.53825
7.026	0.54724
7.029	0.53671
7.033	0.5366
7.036	0.53515
7.039	0.52353
7.043	0.53311
7.046	0.5297
7.049	0.52753
7.053	0.52457
7.056	0.53965
7.059	0.53258
7.062	0.53379
7.066	0.54117
7.069	0.54995
7.072	0.53897
7.076	0.53912
7.079	0.54481
7.082	0.54174
7.086	0.52273
7.089	0.51962
7.092	0.52044
7.096	0.52269
7.099	0.51279
7.102	0.51253
7.106	0.50365
7.109	0.54237
7.112	0.53633
7.115	0.53397
7.119	0.53937
7.122	0.53007
7.125	0.53007
7.129	0.52497
7.132	0.5223
7.135	0.50526
7.138	0.49817
7.142	0.51267
7.145	0.50093
7.149	0.47325
7.152	0.46558
7.155	0.51066
7.158	0.48451
7.162	0.4926
7.172	0.51563
7.175	0.52706
7.178	0.54161
7.181	0.533
7.185	0.5244
7.188	0.52684
7.191	0.51982
7.195	0.52177
7.198	0.50806
7.201	0.50428
7.205	0.49727
7.208	0.50426
7.211	0.51077
7.214	0.52312
7.218	0.53466
7.221	0.52509
7.224	0.52609
7.228	0.51713
7.231	0.50115
7.234	0.52547
7.237	0.46895
7.241	0.45242
7.244	0.46624
7.247	0.47563
7.251	0.51379
7.254	0.48929
7.257	0.49196
7.261	0.49128
7.264	0.52364
7.267	0.52721
7.271	0.50619
7.274	0.52867
7.277	0.51584
7.28	0.51731
7.284	0.51502
7.287	0.51635
7.29	0.52761
7.293	0.5233
7.297	0.52107
7.3	0.52776
7.303	0.54004
7.307	0.53119
7.31	0.54742
7.313	0.49265
7.317	0.49564
7.32	0.52754
7.323	0.51022
7.327	0.52969
7.33	0.5261
7.333	0.51582
7.336	0.51894
7.34	0.51223
7.343	0.51107
7.346	0.51919
7.349	0.51251
7.353	0.50462
7.356	0.5175
7.359	0.53462
7.363	0.51541
7.366	0.51264
7.369	0.5319
7.373	0.54309
7.376	0.54064
7.379	0.53306
7.383	0.52798
7.386	0.52965
7.389	0.53357
7.392	0.51299
7.396	0.53628
7.399	0.51891
7.402	0.51906
7.406	0.52099
7.409	0.51109
7.412	0.5271
7.415	0.5147
7.419	0.53403
7.422	0.55383
7.425	0.55213
7.429	0.55022
7.432	0.56147
7.435	0.56062
7.439	0.5474
7.442	0.53906
7.445	0.54687
7.448	0.49829
7.452	0.52379
7.455	0.52011
7.458	0.51515
7.462	0.51511
7.465	0.50894
7.468	0.54588
7.471	0.52851
7.475	0.48269
7.478	0.50524
7.481	0.51495
7.485	0.49788
7.488	0.49516
7.491	0.57798
7.495	0.52479
7.498	0.53372
7.501	0.53067
7.504	0.51155
7.508	0.50743
7.511	0.52263
7.514	0.53123
7.518	0.51748
7.521	0.51638
7.524	0.54274
7.527	0.52622
7.531	0.54131
7.534	0.52404
7.537	0.53314
7.541	0.52807
7.544	0.52316
7.547	0.52508
7.551	0.53521
7.554	0.53349
7.557	0.5273
7.561	0.54483
7.564	0.54316
7.567	0.54073
7.57	0.5263
7.574	0.50588
7.577	0.53301
7.58	0.54112
7.583	0.52812
7.587	0.54956
7.59	0.5343
7.593	0.52959
7.597	0.52149
7.6	0.52633
7.603	0.53093
7.607	0.53417
7.61	0.55691
7.613	0.55577
7.617	0.54277
7.62	0.55579
7.623	0.5438
7.626	0.5514
7.63	0.53822
7.633	0.55144
7.636	0.54352
7.639	0.52373
7.643	0.52336
7.646	0.53588
7.649	0.54786
7.653	0.54834
7.656	0.54351
7.659	0.53918
7.663	0.53547
7.666	0.54203
7.669	0.53968
7.673	0.53414
7.676	0.52273
7.679	0.5416
7.682	0.53915
7.686	0.56448
7.689	0.55013
7.692	0.56309
7.696	0.55282
7.699	0.56814
7.702	0.55778
7.705	0.55867
7.709	0.55245
7.712	0.56486
7.715	0.5644
7.719	0.56242
7.722	0.56455
7.725	0.54775
7.729	0.55457
7.732	0.5536
7.735	0.5563
7.738	0.56019
7.742	0.55376
7.745	0.55022
7.748	0.55579
7.752	0.56175
7.755	0.5506
7.758	0.56629
7.761	0.5326
7.765	0.53993
7.768	0.56129
7.771	0.56649
7.775	0.55481
7.778	0.55591
7.781	0.55527
7.785	0.56058
7.788	0.54985
7.791	0.55598
7.794	0.56299
7.798	0.56757
7.801	0.56606
7.804	0.56158
7.808	0.55554
7.811	0.56314
7.814	0.56135
7.817	0.5669
7.821	0.55806
7.824	0.55679
7.827	0.5593
7.831	0.56066
7.834	0.55233
7.837	0.54465
7.841	0.54893
7.844	0.55291
7.847	0.54373
7.851	0.53942
7.854	0.54571
7.857	0.53416
7.86	0.535
7.864	0.53021
7.867	0.53152
7.87	0.53058
7.873	0.5099
7.877	0.52917
7.88	0.54445
7.883	0.53963
7.887	0.54574
7.89	0.53301
7.893	0.52756
7.897	0.54981
7.9	0.46857
7.903	0.54602
7.907	0.53672
7.91	0.54111
7.913	0.57045
7.916	0.54334
7.92	0.55218
7.923	0.52978
7.926	0.54897
7.929	0.53423
7.933	0.48126
7.939	0.53119
7.943	0.51053
7.946	0.51628
7.949	0.53446
7.953	0.54325
7.956	0.53104
7.959	0.52939
7.963	0.53084
7.966	0.54073
7.969	0.52878
7.972	0.48975
7.976	0.51891
7.979	0.50305
7.982	0.52134
7.986	0.5241
7.989	0.50913
7.992	0.51446
7.995	0.50386
7.999	0.5393
8.002	0.52807
8.005	0.53007
8.009	0.52657
8.012	0.53125
8.015	0.53363
8.018	0.53059
8.022	0.54073
8.025	0.53686
8.028	0.55005
8.032	0.53002
8.035	0.53252
8.038	0.54439
8.042	0.53674
8.045	0.52721
8.048	0.56327
8.052	0.56104
8.055	0.54937
8.058	0.56895
8.061	0.56178
8.065	0.56076
8.068	0.55034
8.071	0.54906
8.075	0.55731
8.078	0.55393
8.081	0.55188
8.084	0.54278
8.088	0.55284
8.091	0.55511
8.094	0.55242
8.098	0.55352
8.101	0.56759
8.104	0.55563
8.107	0.5554
8.111	0.55187
8.114	0.54369
8.117	0.5631
8.121	0.54784
8.124	0.54821
8.127	0.54672
8.131	0.55848
8.134	0.54664
8.137	0.54946
8.14	0.55381
8.144	0.55098
8.147	0.51688
8.15	0.53628
8.154	0.53263
8.157	0.52516
8.16	0.5329
8.164	0.53291
8.167	0.52375
8.17	0.5267
8.173	0.53385
8.177	0.50457
8.188	0.51004
8.192	0.54524
8.195	0.48673
8.198	0.50238
8.201	0.52096
8.205	0.54441
8.208	0.52473
8.211	0.54592
8.215	0.53783
8.218	0.5384
8.221	0.52247
8.225	0.53551
8.228	0.54847
8.231	0.50319
8.234	0.50324
8.238	0.51439
8.241	0.53033
8.244	0.52493
8.248	0.51564
8.251	0.54275
8.254	0.52482
8.257	0.54738
8.261	0.53667
8.264	0.52368
8.267	0.54242
8.271	0.55364
8.274	0.53843
8.277	0.53159
8.28	0.54419
8.284	0.50922
8.287	0.52691
8.29	0.55259
8.294	0.54674
8.297	0.54646
8.3	0.53217
8.303	0.51599
8.307	0.54417
8.31	0.52228
8.313	0.5346
8.317	0.53778
8.32	0.54781
8.323	0.5409
8.326	0.53437
8.33	0.53761
8.333	0.54394
8.336	0.54334
8.34	0.52329
8.343	0.5253
8.346	0.53994
8.35	0.52705
8.353	0.53657
8.356	0.528
8.359	0.54862
8.363	0.54603
8.366	0.51964
8.369	0.54201
8.373	0.53923
8.376	0.54751
8.379	0.53753
8.382	0.5435
8.386	0.54038
8.389	0.54776
8.392	0.54166
8.396	0.52571
8.399	0.56813
8.402	0.53581
8.405	0.53005
8.409	0.54357
8.412	0.52808
8.415	0.54036
8.419	0.5382
8.422	0.5428
8.425	0.53944
8.428	0.54193
8.432	0.53841
8.435	0.52567
8.438	0.56317
8.442	0.53701
8.445	0.5521
8.448	0.54295
8.451	0.53892
8.455	0.54552
8.458	0.53742
8.461	0.531
8.465	0.55787
8.468	0.53623
8.471	0.50589
8.475	0.52016
8.478	0.53497
8.481	0.5527
8.484	0.53603
8.488	0.55599
8.491	0.53217
8.494	0.53414
8.498	0.52844
8.501	0.54646
8.504	0.5463
8.507	0.55603
8.511	0.5567
8.514	0.55448
8.517	0.54639
8.521	0.55015
8.524	0.54465
8.527	0.5693
8.53	0.56253
8.534	0.54859
8.537	0.55017
8.54	0.5471
8.544	0.55612
8.547	0.55509
8.55	0.53876
8.553	0.55193
8.557	0.54499
8.56	0.54971
8.563	0.55169
8.567	0.54772
8.57	0.53822
8.573	0.52247
8.576	0.54444
8.58	0.54544
8.583	0.53803
8.586	0.52355
8.59	0.542
8.593	0.54642
8.596	0.52457
8.6	0.53931
8.603	0.5392
8.606	0.53584
8.609	0.56732
8.613	0.54091
8.616	0.53116
8.619	0.52338
8.623	0.52188
8.626	0.5373
8.629	0.54287
8.632	0.54606
8.636	0.53631
8.639	0.53248
8.642	0.53407
8.646	0.5319
8.649	0.5481
8.652	0.53187
8.655	0.54188
8.659	0.53275
8.662	0.53349
8.665	0.53067
8.669	0.53104
8.672	0.55008
8.675	0.55379
8.678	0.55067
8.682	0.55562
8.685	0.5589
8.688	0.55652
8.692	0.54553
8.695	0.52658
8.698	0.54448
8.701	0.54359
8.705	0.52747
8.708	0.52377
8.711	0.52487
8.715	0.54816
8.718	0.55868
8.721	0.54424
8.725	0.55779
8.728	0.54549
8.731	0.53998
8.734	0.53563
8.738	0.55248
8.741	0.5587
8.744	0.54408
8.748	0.54981
8.751	0.54441
8.754	0.54497
8.757	0.53795
8.761	0.56587
8.764	0.5591
8.767	0.54928
8.771	0.54397
8.774	0.55062
8.777	0.54728
8.78	0.53812
8.784	0.54369
8.787	0.50601
8.79	0.57603
8.794	0.5568
8.797	0.56133
8.8	0.53733
8.803	0.53737
8.807	0.53051
8.81	0.53474
8.813	0.54713
8.817	0.53922
8.82	0.54307
8.823	0.55418
8.826	0.53858
8.83	0.54811
8.833	0.5446
8.836	0.54085
8.84	0.56856
8.843	0.55491
8.846	0.55175
8.85	0.5526
8.853	0.54802
8.856	0.5566
8.859	0.545
8.863	0.55242
8.866	0.53667
8.869	0.52786
8.873	0.57683
8.876	0.55564
8.879	0.54708
8.882	0.54437
8.886	0.53186
8.889	0.51507
8.892	0.52438
8.896	0.52948
8.899	0.53688
8.905	0.49751
8.909	0.54482
8.912	0.53561
8.915	0.53754
8.919	0.53809
8.922	0.53459
8.925	0.54069
8.928	0.54349
8.932	0.54825
8.935	0.54129
8.938	0.55414
8.942	0.53823
8.945	0.54227
8.948	0.54152
8.951	0.54666
8.955	0.54742
8.958	0.56489
8.961	0.55577
8.965	0.54768
8.968	0.55883
8.971	0.5485
8.975	0.5595
8.978	0.55399
8.981	0.54198
8.984	0.55166
8.988	0.55557
8.991	0.54439
8.994	0.54875
8.998	0.55171
9.001	0.55384
9.004	0.55177
9.007	0.56488
9.011	0.55243
9.014	0.5471
9.017	0.5468
9.021	0.56214
9.024	0.56087
9.027	0.53527
9.03	0.54359
9.034	0.59333
9.037	0.53977
9.04	0.54045
9.044	0.55011
9.047	0.55764
9.05	0.55435
9.053	0.52999
9.057	0.54963
9.06	0.54853
9.063	0.56197
9.067	0.54445
9.07	0.55524
9.073	0.54229
9.076	0.55862
9.08	0.5449
9.083	0.55925
9.086	0.54928
9.09	0.5603
9.093	0.54338
9.096	0.53232
9.1	0.56277
9.103	0.5533
9.106	0.55085
9.109	0.54823
9.113	0.55821
9.116	0.56088
9.119	0.56871
9.123	0.55129
9.126	0.55961
9.129	0.55446
9.132	0.55801
9.136	0.54364
9.139	0.55372
9.142	0.55343
9.146	0.55709
9.149	0.55043
9.152	0.55593
9.155	0.55283
9.159	0.54481
9.162	0.56768
9.165	0.56904
9.169	0.55113
9.172	0.56439
9.175	0.55228
9.178	0.57051
9.182	0.56369
9.185	0.55982
9.188	0.57287
9.192	0.57491
9.195	0.57804
9.198	0.56929
9.201	0.56855
9.205	0.57343
9.208	0.56459
9.211	0.57903
9.215	0.57635
9.218	0.56633
9.221	0.57364
9.225	0.56961
9.228	0.55561
9.231	0.56225
9.234	0.57337
9.238	0.55755
9.241	0.54739
9.244	0.57617
9.248	0.57103
9.251	0.55576
9.254	0.58053
9.257	0.5741
9.261	0.60845
9.264	0.5764
9.267	0.56987
9.271	0.56293
9.274	0.568
9.277	0.57231
9.28	0.56723
9.284	0.56702
9.287	0.55733
9.29	0.63166
9.294	0.53737
9.297	0.5577
9.3	0.56335
9.303	0.56581
9.307	0.56428
9.31	0.57166
9.313	0.57014
9.317	0.55776
9.32	0.55742
9.323	0.56305
9.326	0.55884
9.33	0.56521
9.333	0.56147
9.336	0.55798
9.34	0.56969
9.343	0.56507
9.346	0.55373
9.35	0.55432
9.353	0.55994
9.356	0.55984
9.359	0.57031
9.363	0.56935
9.366	0.57044
9.369	0.56897
9.373	0.57369
9.376	0.5595
9.379	0.56785
9.382	0.54889
9.386	0.55622
9.389	0.55119
9.392	0.55407
9.396	0.56467
9.399	0.55543
9.402	0.55302
9.405	0.54734
9.409	0.53983
9.412	0.53933
9.415	0.51234
9.419	0.54553
9.422	0.5216
9.425	0.55487
9.428	0.52367
9.432	0.53566
9.435	0.54207
9.438	0.54222
9.445	0.51153
9.448	0.55558
9.451	0.53863
9.455	0.55603
9.458	0.54982
9.461	0.54853
9.465	0.52715
9.468	0.5472
9.471	0.55311
9.475	0.54707
9.478	0.55231
9.481	0.55989
9.484	0.55943
9.488	0.57798
9.491	0.5653
9.494	0.56056
9.498	0.56808
9.501	0.55518
9.504	0.5516
9.507	0.57646
9.511	0.56526
9.514	0.55849
9.517	0.54902
9.521	0.55938
9.524	0.54582
9.527	0.56466
9.53	0.57162
9.534	0.55925
9.537	0.55398
9.54	0.55518
9.544	0.54433
9.547	0.53744
9.55	0.54701
9.553	0.56295
9.557	0.55488
9.56	0.55652
9.563	0.5783
9.567	0.56427
9.57	0.55592
9.573	0.52972
9.576	0.53729
9.58	0.55124
9.583	0.54608
9.586	0.55112
9.59	0.54389
9.593	0.56996
9.596	0.52766
9.6	0.54766
9.603	0.55426
9.606	0.56148
9.609	0.56896
9.613	0.57103
9.616	0.55538
9.619	0.57283
9.623	0.5761
9.626	0.56567
9.629	0.57532
9.632	0.56876
9.636	0.56798
9.639	0.58034
9.642	0.55801
9.646	0.55918
9.649	0.56506
9.652	0.56322
9.655	0.57579
9.659	0.57532
9.662	0.57641
9.665	0.57217
9.669	0.57916
9.672	0.56907
9.675	0.56491
9.678	0.5824
9.682	0.56834
9.685	0.58175
9.688	0.57235
9.692	0.57101
9.695	0.57504
9.698	0.57828
9.701	0.56938
9.705	0.58617
9.708	0.57937
9.711	0.57886
9.715	0.57426
9.718	0.56786
9.721	0.56011
9.725	0.56404
9.728	0.54778
9.731	0.58202
9.734	0.57454
9.738	0.57356
9.741	0.57204
9.744	0.59006
9.748	0.56899
9.751	0.57684
9.754	0.56895
9.757	0.57696
9.761	0.57621
9.764	0.58242
9.767	0.57876
9.771	0.57634
9.774	0.58242
9.777	0.57743
9.78	0.57256
9.784	0.57087
9.787	0.58038
9.79	0.57171
9.794	0.57609
9.797	0.58558
9.8	0.57062
9.803	0.52689
9.807	0.52824
9.81	0.54675
9.813	0.55489
9.817	0.55519
9.82	0.55768
9.823	0.55245
9.826	0.55467
